"","variable","Créditos Atrasados / Créditos Directos","Créditos Refinanciados y Reestructurados / Créditos Directos","Gastos de Operación / Margen Financiero Total","Periodo","mes","mes2"
"1126","Scotiabank",2.22,0.48,40.11,"2014","Septiembre","2014-09-30"
"1127","Citibank",2.21,0.9,73.57,"2014","Septiembre","2014-09-30"
"1128","Interbank",2,0.64,46.78,"2014","Septiembre","2014-09-30"
"1129","Mibanco",7.02,1.92,62.03,"2014","Septiembre","2014-09-30"
"1130","GNB",1.97,0.58,61.51,"2014","Septiembre","2014-09-30"
"1131","Falabella",3.76,2,62.76,"2014","Septiembre","2014-09-30"
"1132","Santander",0.53,0,38.45,"2014","Septiembre","2014-09-30"
"1133","Ripley",4.87,1.44,65.85,"2014","Septiembre","2014-09-30"
"1134","Azteca",9.54,0.56,41.39,"2014","Septiembre","2014-09-30"
"1135","Deutsche",0,0,46.06,"2014","Septiembre","2014-09-30"
"1136","Cencosud",3.91,1.99,73.37,"2014","Septiembre","2014-09-30"
"1137","ICBC",0,0,276.88,"2014","Septiembre","2014-09-30"
"1138","Total Banca",2.41,0.94,45.54,"2014","Septiembre","2014-09-30"
